Small unit postcode,Jul 2025 - Installation Quantity,Aug 2025 - Installation Quantity,Sep 2025 - Installation Quantity,Oct 2025 - Installation Quantity,Nov 2025 - Installation Quantity,Dec 2025 - Installation Quantity,Jan 2026 - Installation Quantity,Feb 2026 - Installation Quantity,Mar 2026 - Installation Quantity,Apr 2026 - Installation Quantity,May 2026 - Installation Quantity,Total Installation Quantity
4218,32,25,32,35,45,48,25,43,57,92,7,441
4220,40,27,45,39,47,59,28,46,67,87,16,501
4221,32,25,34,39,41,38,30,28,55,99,13,434
4223,32,16,21,24,34,43,18,32,38,78,4,340
4224,6,2,2,6,8,8,8,6,15,23,2,86
4225,12,4,3,3,3,10,1,2,4,6,2,50
4226,41,23,38,34,64,45,28,61,71,108,15,528
4227,34,23,30,24,41,36,37,40,39,78,5,387
4228,20,8,12,15,18,19,15,23,23,43,2,198
4270,3,6,12,6,11,14,7,8,13,29,4,113
4271,0,0,1,0,0,0,0,0,0,0,0,1
4272,18,11,20,30,29,29,16,22,36,34,10,255
4275,5,6,9,5,10,13,8,9,16,13,2,96
4280,32,36,44,40,49,53,43,69,109,121,17,613
4285,38,30,35,31,44,58,54,60,75,86,13,524
4287,3,2,2,1,0,3,1,0,4,3,1,20
4300,91,72,83,123,127,143,115,138,188,255,39,"1,374"
4301,48,38,54,44,36,49,42,61,60,67,16,515
4303,3,4,3,3,5,3,5,5,4,8,0,43
4304,22,17,17,31,9,23,24,26,18,40,5,232
4305,77,55,66,85,58,62,61,81,107,103,45,800
4306,92,58,85,108,103,137,112,153,196,258,45,"1,347"
4307,2,3,2,5,2,6,5,3,6,10,2,46
4309,6,4,6,11,5,9,7,5,5,10,0,68
4310,8,4,10,19,11,12,12,5,9,29,1,120
4311,28,24,16,11,5,20,15,25,40,44,5,233
4312,5,4,8,6,4,5,3,4,5,6,2,52
4313,3,1,7,1,2,5,2,1,2,5,1,30
4314,5,8,5,8,8,7,4,9,6,10,3,73
4340,15,13,11,11,8,10,4,12,15,25,5,129
4341,41,26,33,40,36,37,31,38,58,97,19,456
4342,2,3,3,4,5,4,6,4,10,9,0,50
4343,11,12,14,16,18,26,12,17,23,52,10,211
4344,4,8,4,6,4,10,1,4,4,11,1,57
4346,5,0,1,3,3,6,3,0,2,7,0,30
4347,2,2,3,0,5,3,1,4,8,7,1,36
4350,71,59,67,94,84,90,62,89,126,190,18,950
4352,40,29,52,52,49,59,41,51,88,123,16,600
4353,2,0,0,0,0,1,1,0,0,1,0,5
4354,4,2,2,2,3,1,1,0,0,2,0,17
4355,1,3,2,2,3,8,1,4,7,6,1,38
4356,1,6,2,1,3,2,7,5,1,6,0,34
4357,5,7,6,5,4,8,1,2,6,5,0,49
4358,2,2,4,1,2,4,4,5,2,4,1,31
4359,2,1,3,2,3,2,1,2,2,5,1,24
4360,0,1,1,0,0,0,0,2,0,0,1,5
4361,0,1,1,1,0,2,3,2,5,4,0,19
4362,4,0,1,2,6,1,1,3,4,6,2,30
4363,0,1,0,0,0,1,1,1,1,1,0,6
4365,1,0,3,1,1,1,0,1,3,2,0,13
4370,16,5,19,15,8,19,4,16,9,28,3,142
4371,1,0,3,4,2,0,0,1,2,2,0,15
4373,4,0,1,0,1,0,1,0,1,1,1,10
4374,0,0,0,0,0,3,0,1,1,3,0,8
4377,0,1,2,1,1,2,1,2,0,3,0,13
4378,0,1,0,1,2,1,0,0,3,1,0,9
4380,3,4,6,10,9,10,6,6,7,17,0,78
4381,2,1,0,2,3,1,0,2,1,1,0,13
4382,0,1,0,0,4,2,1,2,3,2,0,15
4383,0,0,1,0,1,0,0,1,1,2,0,6
4385,2,0,1,0,3,0,0,0,4,2,0,12
4387,0,0,1,3,1,1,0,0,3,1,1,11
4388,0,0,0,0,0,0,0,0,0,1,0,1
4390,0,2,1,3,3,3,2,15,5,13,1,48
4400,7,2,5,1,2,4,3,0,2,4,0,30
4401,4,4,1,3,4,5,10,8,5,11,2,57
4402,1,1,1,0,2,0,0,1,0,0,0,6
4403,0,3,0,0,0,1,1,0,1,1,0,7
4404,0,0,0,0,0,0,0,0,1,1,0,2
4405,5,3,7,12,6,9,9,17,19,20,0,107
4406,0,1,1,1,3,1,1,0,0,1,0,9
4407,0,0,0,1,0,2,0,0,2,1,0,6
4408,0,1,0,1,1,1,0,0,0,0,0,4
4410,1,0,1,2,0,0,0,0,0,1,0,5
4411,0,1,0,0,0,0,0,0,0,0,0,1
4412,0,0,0,0,1,0,0,1,0,2,0,4
4413,6,6,5,8,9,8,0,1,4,10,1,58
4415,2,4,1,2,2,1,0,0,1,4,0,17
4416,0,0,1,1,3,0,0,1,0,0,0,6
4417,0,0,0,0,2,0,0,1,0,3,0,6
4419,2,1,1,0,2,0,0,0,0,2,0,8
4420,2,1,0,0,0,1,0,0,0,0,0,4
4421,3,2,0,2,6,4,2,1,1,5,0,26
4422,0,0,0,0,1,0,0,1,0,0,0,2
4424,0,1,0,0,0,0,0,0,0,1,0,2
4425,0,0,0,0,0,0,0,0,0,1,0,1
4427,0,0,1,0,0,0,0,0,2,0,0,3
4428,0,1,0,1,2,0,0,0,0,2,0,6
4454,0,1,0,0,1,0,0,0,0,0,0,2
4455,6,3,4,4,6,6,2,4,11,14,1,61
4465,5,0,0,0,1,0,0,0,0,7,1,14
4468,0,0,0,2,1,2,0,1,0,2,0,8
4470,0,4,0,6,2,3,0,2,0,10,0,27
4472,0,0,1,0,2,0,1,0,0,1,0,5
4474,0,0,0,0,0,0,0,0,0,1,0,1
4477,0,0,0,1,0,0,0,0,0,1,0,2
4478,1,0,0,1,0,1,0,0,0,0,0,3
4480,0,0,0,0,1,0,0,0,0,13,0,14
4486,0,0,0,0,2,0,0,0,0,1,0,3
4487,0,0,0,6,5,5,0,2,0,8,0,26
4490,2,0,0,7,0,0,0,0,0,7,0,16
4492,0,0,0,0,0,0,0,0,0,2,0,2
4500,62,36,63,68,63,80,74,85,111,123,31,796
4501,6,4,4,12,6,7,6,6,13,16,1,81
4502,11,16,18,13,14,11,13,16,20,20,4,156
4503,38,49,42,76,52,56,48,78,100,135,20,694
4504,41,30,25,27,62,42,40,56,83,97,16,519
4505,42,34,46,43,47,55,47,83,69,110,13,589
4506,29,28,25,29,38,31,32,42,62,73,11,400
4507,40,14,23,34,35,34,42,60,70,56,18,426
4508,22,18,16,24,22,15,13,22,32,43,10,237
4509,48,34,41,44,60,56,40,70,98,114,13,618
4510,76,86,66,75,84,81,70,130,106,144,30,948
4511,17,15,13,16,12,21,8,26,26,30,6,190
4512,2,5,5,4,12,14,9,15,8,13,5,92
4513,0,0,0,0,0,2,1,1,1,0,0,5
4514,11,17,17,17,24,22,23,19,33,37,6,226
4515,5,2,6,12,10,10,3,5,12,20,0,85
4516,11,3,8,9,10,11,16,11,13,19,4,115
4517,1,1,1,1,1,3,1,0,2,4,0,15
4518,5,8,8,16,15,13,9,21,15,32,3,145
4519,13,13,9,12,16,17,19,16,26,28,4,173
4520,30,26,31,40,39,40,32,44,62,88,10,442
4521,13,9,12,13,18,14,8,19,25,45,3,179
4550,8,1,11,8,12,10,12,5,11,18,2,98
4551,69,61,85,120,112,164,88,135,140,176,29,"1,179"
4552,27,9,16,25,33,40,21,32,38,37,8,286
4553,13,18,17,17,17,43,13,26,42,77,6,289
4554,6,2,1,3,4,5,1,5,9,4,1,41
4555,8,6,6,14,13,24,9,19,20,30,3,152
4556,50,39,56,74,76,72,56,87,123,159,17,809
4557,13,19,24,18,25,31,26,24,32,57,5,274
4558,14,10,11,19,21,20,12,21,32,27,5,192
4559,8,9,15,10,17,19,11,15,15,32,3,154
4560,46,28,51,58,76,86,71,73,79,128,25,721
4561,16,12,17,28,35,37,19,38,30,59,8,299
4562,22,11,14,21,20,33,12,27,32,58,8,258
4563,20,14,15,23,23,38,17,33,20,45,4,252
4564,12,10,13,12,25,32,20,23,31,35,5,218
4565,16,13,17,27,32,22,20,25,44,45,8,269
4566,17,14,8,13,12,22,15,17,24,33,6,181
4567,33,22,14,21,24,30,10,13,40,52,4,263
4568,5,5,7,7,12,7,8,7,10,17,0,85
4569,4,0,3,3,4,4,0,5,4,6,1,34
4570,56,52,54,66,71,81,39,96,117,142,24,798
4571,1,2,0,2,0,5,1,1,3,6,0,21
4572,3,2,4,5,1,4,4,5,4,12,0,44
4573,40,31,44,50,58,59,33,65,59,103,14,556
4574,4,1,2,2,0,6,3,5,4,12,0,39
4575,36,25,32,35,32,48,31,39,58,79,9,424
4580,8,11,4,2,16,8,2,14,17,14,2,98
4581,2,2,3,3,4,8,1,4,14,11,1,53
4600,1,1,0,0,2,2,0,3,2,2,0,13
4601,0,0,1,1,3,1,0,1,1,3,0,11
4605,4,0,5,2,10,4,5,2,3,3,2,40
4606,1,2,2,5,3,5,3,1,3,5,1,31
4608,0,0,0,2,2,0,0,1,2,3,0,10
4610,11,9,10,9,18,17,11,14,27,38,3,167
4612,1,0,0,2,0,0,1,0,0,1,0,5
4613,0,0,2,0,1,0,1,0,1,1,0,6
4614,1,1,0,1,1,2,0,2,3,1,0,12
4615,8,6,9,11,8,10,8,12,10,33,0,115
4620,2,0,1,1,1,3,0,1,2,2,0,13
4621,1,2,1,4,1,3,1,1,2,3,0,19
4625,1,0,0,0,1,4,0,2,1,5,1,15
4626,1,2,0,4,3,1,0,0,0,0,0,11
4627,0,0,0,1,0,1,0,0,1,0,0,3
4630,0,2,1,1,5,7,2,2,2,1,0,23
4650,32,26,40,28,46,59,40,48,63,82,22,486
4655,46,45,66,62,82,105,52,82,140,159,28,867
4659,10,6,7,11,10,12,5,10,5,17,3,96
4660,6,11,7,10,18,15,14,13,21,25,4,144
4662,0,0,0,1,1,1,0,1,3,1,0,8
4670,58,53,66,57,85,132,59,96,113,188,32,939
4671,4,6,8,6,10,10,7,12,10,22,3,98
4673,0,0,0,0,0,2,0,0,1,1,0,4
4674,1,2,2,4,5,6,1,5,4,12,0,42
4676,0,0,1,0,0,0,0,1,0,2,0,4
4677,10,3,5,7,9,14,5,8,10,19,1,91
4678,0,1,0,2,3,4,1,2,4,5,0,22
4680,36,56,40,57,58,80,20,62,87,100,14,610
4694,0,0,0,1,0,0,0,0,0,0,0,1
4695,0,1,3,1,1,2,0,2,0,1,0,11
4697,0,0,0,0,0,0,0,0,0,1,0,1
4699,0,0,0,0,0,1,0,1,0,1,0,3
4700,6,2,0,9,17,10,10,8,11,26,0,99
4701,11,22,22,20,29,34,14,35,38,94,8,327
4702,14,21,18,19,40,35,19,32,26,60,5,289
4703,14,22,30,30,22,35,18,27,42,59,4,303
4705,0,0,1,0,1,0,0,0,0,0,0,2
4707,0,1,0,0,0,0,0,0,0,0,0,1
4710,2,4,3,4,3,12,4,9,9,8,0,58
4711,2,0,4,1,3,1,1,3,4,4,0,23
4712,0,0,1,0,0,0,0,0,1,0,0,2
4714,0,1,3,6,3,1,0,2,1,3,1,21
4715,2,2,4,2,3,1,2,2,3,3,0,24
4716,1,0,0,0,1,0,0,1,0,1,0,4
4717,1,1,5,1,1,6,5,2,1,2,0,25
4718,7,1,3,0,2,2,5,10,1,0,1,32
4719,2,0,2,0,0,2,1,0,0,3,0,10
4720,4,6,6,11,5,5,1,4,11,17,3,73
4721,1,0,0,0,0,1,0,2,9,2,0,15
4722,0,0,0,0,1,0,0,0,2,1,0,4
4723,1,0,0,2,1,2,2,0,4,0,1,13
4725,1,0,2,0,0,5,0,0,1,1,0,10
4726,0,0,1,0,1,1,0,0,1,0,0,4
4727,0,0,0,0,0,1,0,0,0,2,0,3
4730,1,2,2,1,6,5,1,2,7,10,1,38
4731,0,0,0,0,0,1,0,0,0,1,0,2
4733,0,1,0,0,0,0,0,0,0,0,0,1
4735,1,1,11,2,1,0,1,0,0,0,0,17
4737,15,8,15,15,9,10,10,9,15,15,2,123
4738,0,0,0,1,2,0,1,1,3,3,2,13
4739,0,0,0,1,1,1,0,0,0,1,1,5
4740,77,57,87,123,107,117,89,123,138,248,39,"1,205"
4741,9,8,12,12,21,22,7,11,10,27,1,140
4742,2,0,2,3,1,0,2,1,2,1,1,15
4744,4,3,5,0,4,1,9,5,8,3,2,44
4745,0,1,3,2,0,1,3,5,4,2,1,22
4750,1,3,11,8,9,11,7,6,9,11,3,79
4751,5,4,2,6,8,7,4,9,10,12,0,67
4753,5,3,3,9,8,9,5,2,6,15,6,71
4754,2,3,2,1,6,4,6,5,7,10,1,47
4756,2,0,1,1,0,2,0,2,2,1,1,12
4757,1,0,1,1,0,0,0,0,0,2,0,5
4798,0,0,0,0,3,1,1,2,2,1,0,10
4799,1,2,1,3,4,8,7,4,7,6,1,44
4800,14,19,25,23,29,33,27,37,49,63,8,327
4802,16,15,27,25,20,22,20,32,24,45,5,251
4804,1,0,1,2,5,2,2,4,15,6,2,40
4805,12,21,23,25,31,33,17,22,35,46,13,278
4806,2,3,1,6,2,1,1,3,2,9,0,30
4807,6,3,7,11,10,9,6,12,21,35,4,124
4808,0,3,1,1,2,5,1,1,0,1,0,15
4809,2,0,0,5,5,2,1,2,4,9,1,31
4810,21,18,14,21,30,36,26,26,45,70,9,316
4811,10,10,11,18,12,15,11,20,19,40,2,168
4812,21,11,15,19,27,22,19,22,36,53,8,253
4814,57,31,37,43,67,80,32,69,92,111,23,642
4815,32,15,21,33,22,25,23,31,38,51,11,302
4816,16,19,11,27,20,21,19,20,28,48,13,242
4817,36,37,38,44,50,45,42,47,68,103,24,534
4818,57,59,65,61,60,76,40,69,75,130,29,721
4819,4,5,5,5,12,6,4,6,17,11,5,80
4820,14,5,7,13,6,15,7,9,9,22,2,109
4821,0,2,0,0,0,0,0,0,1,3,1,7
4822,0,1,0,0,0,0,0,0,0,1,0,2
4823,0,0,0,0,1,2,0,0,1,3,0,7
4824,0,3,4,0,2,0,0,1,1,2,0,13
4825,1,2,8,4,11,1,1,9,9,18,1,65
4829,1,0,0,0,0,0,0,2,0,0,0,3
4849,0,0,2,3,2,4,1,5,3,3,0,23
4850,10,8,9,10,9,14,8,8,13,36,4,129
4852,13,12,10,6,8,12,10,5,12,17,1,106
4854,5,5,2,2,4,3,3,9,5,17,1,56
4855,0,1,0,0,0,0,1,0,2,2,0,6
4856,0,0,3,1,1,1,0,1,0,4,0,11
4858,1,2,1,1,2,3,1,3,2,0,1,17
4859,1,0,1,1,1,0,1,0,0,0,0,5
4860,9,4,6,6,9,9,5,10,16,22,4,100
4861,0,1,0,1,2,2,1,0,3,1,0,11
4865,9,7,10,15,13,16,10,16,12,39,3,150
4868,23,14,15,23,16,38,34,44,42,52,9,310
4869,11,22,21,26,31,10,18,18,37,57,10,261
4870,56,44,54,72,64,93,58,92,107,144,28,812
4871,6,8,10,7,10,6,3,14,12,28,1,105
4872,5,2,2,7,5,8,3,3,6,12,4,57
4873,5,2,5,6,7,16,6,6,17,23,5,98
4874,0,0,1,0,0,0,1,0,0,1,0,3
4875,0,0,0,0,0,1,0,1,6,1,0,9
4876,0,0,0,0,0,0,0,1,0,0,0,1
4877,2,4,6,11,8,14,3,0,9,21,4,82
4878,12,6,15,25,28,32,20,30,39,41,5,253
4879,30,23,34,46,46,53,36,42,49,89,12,460
4880,10,5,8,11,18,17,12,18,24,19,5,147
4881,3,7,4,8,11,10,4,13,16,17,2,95
4882,1,1,1,5,4,6,2,8,1,4,1,34
4883,8,3,6,11,13,16,8,9,16,20,5,115
4884,5,1,4,4,3,7,3,4,3,9,0,43
4885,5,0,1,3,9,9,5,5,10,12,1,60
4886,3,2,0,2,0,0,4,2,3,1,1,18
4887,2,1,0,3,1,3,0,4,2,0,1,17
4888,1,4,1,18,9,11,6,7,4,14,4,79
4890,0,1,0,0,0,0,0,0,0,0,0,1
4891,0,0,0,1,1,1,0,0,0,2,0,5
4892,0,0,1,1,0,0,0,0,0,0,0,2
4895,0,1,0,2,0,2,1,3,1,6,0,16
5000,8,8,9,6,6,14,4,7,12,22,3,99
5006,7,9,8,4,13,13,3,11,10,20,0,98
5007,16,9,6,15,11,19,14,16,18,21,5,150
5008,36,23,42,28,41,45,25,34,37,52,6,369
5009,17,10,6,11,15,16,15,13,17,19,1,140
5010,10,10,14,11,20,8,7,14,14,35,5,148
5011,43,27,41,28,32,46,35,28,42,51,10,383
5012,27,19,22,29,33,31,15,19,33,45,6,279
5013,22,15,23,23,19,34,23,24,34,41,6,264
5014,24,13,18,17,25,27,20,17,37,43,10,251
5015,14,12,12,14,13,21,9,14,15,17,0,141
5016,16,11,20,22,21,28,19,22,28,33,6,226
5017,8,5,11,5,8,9,7,3,10,17,1,84
5018,18,8,11,9,13,16,11,12,17,19,2,136
5019,31,23,19,17,22,22,16,19,16,27,5,217
5020,7,11,2,9,6,6,5,2,13,12,2,75
5021,10,16,17,18,20,16,14,15,22,32,4,184
5022,48,30,40,58,42,51,29,40,74,84,19,515
5023,37,19,28,27,28,37,22,34,23,55,5,315
5024,31,33,41,33,24,49,24,27,52,61,10,385
5025,27,15,17,26,19,23,11,17,26,36,4,221
5031,18,22,14,23,24,25,18,23,28,42,5,242
5032,25,33,27,35,35,32,21,22,51,68,7,356
5033,13,13,17,18,19,17,12,19,24,32,6,190
5034,31,29,22,27,37,22,23,30,31,51,10,313
5035,18,16,12,14,10,18,10,15,24,27,4,168
5037,24,19,21,35,22,29,13,27,19,40,7,256
5038,22,21,38,47,33,38,23,39,42,63,11,377
5039,20,18,24,21,22,20,10,21,30,42,3,231
5040,7,7,3,10,5,7,10,9,7,13,1,79
5041,41,27,33,32,32,33,24,37,39,66,8,372
5042,31,13,27,31,36,23,21,26,26,51,9,294
5043,36,38,39,55,46,39,44,33,42,53,9,434
5044,33,12,27,35,34,30,22,36,36,45,4,314
5045,28,18,27,38,31,30,27,31,36,71,9,346
5046,26,20,17,23,22,19,25,17,22,38,7,236
5047,21,18,19,27,18,31,16,17,27,30,7,231
5048,47,37,31,48,47,37,27,37,53,77,9,450
5049,31,23,29,34,41,34,26,30,45,56,8,357
5050,20,13,17,21,19,21,17,18,20,17,4,187
5051,57,39,48,59,47,38,30,61,61,74,12,526
5052,22,20,14,10,16,13,16,24,17,47,7,206
5061,37,24,30,19,28,27,22,29,30,47,7,300
5062,60,45,43,46,44,68,29,36,57,94,10,532
5063,57,42,30,28,34,31,22,32,38,50,10,374
5064,36,26,36,43,36,34,23,31,53,71,14,403
5065,43,26,36,30,31,42,17,26,44,66,9,370
5066,49,49,31,50,56,55,27,54,61,93,10,535
5067,25,15,22,21,26,25,12,33,28,33,3,243
5068,39,19,28,35,35,38,21,37,37,68,9,366
5069,15,11,26,24,34,19,14,27,33,48,2,253
5070,37,45,38,38,39,38,31,47,49,73,8,443
5072,53,28,35,44,55,50,44,55,47,79,9,499
5073,67,34,64,47,48,66,42,62,48,95,13,586
5074,45,30,32,39,39,38,26,35,42,43,8,377
5075,32,31,23,30,33,34,18,34,34,46,5,320
5076,28,20,33,23,34,33,20,27,37,47,8,310
5081,29,23,27,34,24,36,21,28,38,50,6,316
5082,44,29,35,49,46,44,28,47,45,74,9,450
5083,25,16,8,12,19,21,11,16,26,32,3,189
5084,24,11,12,12,18,24,14,21,31,40,6,213
5085,70,42,66,77,70,81,54,48,74,104,13,699
5086,38,27,48,54,57,58,37,57,58,79,7,520
5087,31,27,29,36,45,32,19,24,34,54,2,333
5088,1,6,6,11,8,7,7,7,6,13,1,73
5089,22,9,22,19,18,22,10,18,23,44,4,211
5090,14,21,19,12,9,13,5,25,24,23,3,168
5091,11,12,14,15,14,25,8,17,28,34,3,181
5092,50,35,48,45,45,47,27,38,59,71,7,472
5093,16,5,17,20,20,27,19,15,22,28,3,192
5094,3,2,3,0,1,4,1,1,3,6,0,24
5095,36,37,48,47,57,39,34,50,71,100,7,526
5096,36,21,32,39,26,37,27,21,42,54,4,339
5097,36,27,24,30,29,34,22,25,33,52,10,322
5098,26,32,30,33,25,25,13,29,31,52,6,302
5106,2,0,0,1,0,1,0,0,0,0,0,4
5107,44,22,49,44,35,37,35,32,53,76,8,435
5108,87,59,67,68,82,72,45,72,87,100,20,759
5109,41,25,44,35,42,36,31,38,49,72,11,424
5110,12,10,18,17,21,22,16,19,25,27,2,189
5111,0,0,0,0,2,1,0,0,0,0,1,4
5112,44,25,25,33,25,25,22,30,45,39,9,322
5113,38,24,21,28,20,32,20,28,32,37,3,283
5114,111,56,95,67,64,66,56,55,93,109,22,794
5115,42,36,19,25,24,27,31,32,44,49,9,338
5116,30,22,25,28,27,26,21,23,23,35,6,266
5117,40,37,48,51,41,48,25,40,54,66,7,457
5118,85,43,52,59,49,59,39,56,70,93,15,620
5120,27,29,40,32,41,55,24,27,43,72,4,394
5121,12,5,15,4,11,9,9,9,14,18,3,109
5125,47,31,43,43,44,32,38,60,59,84,16,497
5126,16,18,18,12,18,15,12,21,15,34,4,183
5127,15,13,18,18,20,11,15,19,25,31,7,192
5131,2,2,2,5,6,6,4,4,5,5,1,42
5132,0,0,0,3,2,0,1,2,1,4,0,13
5133,2,1,0,1,1,0,3,1,1,5,0,15
5134,2,2,2,1,3,2,1,2,5,5,1,26
5136,2,1,2,0,3,6,2,2,3,4,0,25
5137,3,0,2,0,4,4,1,1,1,2,0,18
5138,3,3,1,0,1,0,3,1,2,4,0,18
5139,0,1,1,2,3,0,0,2,0,2,0,11
5140,3,2,2,1,2,4,1,5,0,4,0,24
5141,3,3,3,1,6,3,1,5,5,6,0,36
5142,1,1,2,4,3,2,3,1,2,4,0,23
5144,1,2,2,1,3,4,1,0,2,3,0,19
5150,0,0,0,0,1,0,0,0,0,0,0,1
5151,1,0,0,1,1,2,0,1,2,3,0,11
5152,27,17,17,20,11,29,12,24,19,45,7,228
5153,24,11,21,25,20,28,9,17,35,48,5,243
5154,11,6,7,7,10,15,11,12,24,32,4,139
5155,10,4,7,8,8,11,8,6,15,19,5,101
5156,3,2,2,5,2,3,4,4,9,6,1,41
5157,9,8,18,13,8,15,8,9,15,22,2,127
5158,61,56,48,54,70,60,35,64,67,109,16,640
5159,82,71,74,88,84,105,66,92,100,145,27,934
5160,3,0,1,3,0,3,0,2,1,2,0,15
5161,21,20,17,21,24,19,18,22,30,47,12,251
5162,70,58,77,75,71,65,49,81,101,110,28,785
5163,32,18,29,30,31,29,24,21,35,51,4,304
5164,5,3,6,4,7,6,6,6,6,5,4,58
5165,12,4,12,11,9,11,5,7,12,22,2,107
5166,1,6,4,4,2,6,1,3,3,2,1,33
5167,17,11,12,12,18,25,19,19,19,25,4,181
5168,12,15,12,10,14,11,6,14,16,20,2,132
5169,45,50,37,47,57,65,49,54,59,77,20,560
5170,5,2,6,1,4,6,2,4,7,7,1,45
5171,24,13,17,25,29,23,9,16,17,37,5,215
5172,14,12,16,12,18,19,6,19,20,25,4,165
5173,40,25,26,37,29,37,24,34,36,55,14,357
5174,10,9,10,3,10,9,5,8,10,11,3,88
5201,10,5,5,18,5,3,8,4,8,12,1,79
5202,0,2,1,2,3,3,2,2,6,4,0,25
5203,5,4,4,0,5,6,4,4,9,7,3,51
5204,15,14,15,9,15,19,9,12,13,23,4,148
5210,8,6,7,7,4,2,3,5,8,10,0,60
5211,50,40,29,55,37,55,32,45,77,68,16,504
5212,7,4,4,2,6,9,3,3,4,13,4,59
5213,1,3,4,9,2,9,4,6,9,5,2,54
5214,43,32,35,35,35,26,33,38,44,50,8,379
5220,1,0,0,0,0,0,0,0,0,0,0,1
5221,1,0,2,2,1,3,0,2,1,0,0,12
5222,1,3,2,4,2,10,0,0,4,3,0,29
5223,15,13,8,6,2,17,2,7,11,9,1,91
5231,5,2,3,3,4,7,1,7,7,10,0,49
5232,1,1,1,1,2,2,0,4,1,4,1,18
5233,2,5,8,2,5,4,0,2,8,6,3,45
5234,5,3,4,5,5,5,4,7,6,1,1,46
5235,7,6,4,6,8,6,7,9,17,11,1,82
5236,0,1,0,0,1,0,2,1,0,1,0,6
5237,2,0,0,0,1,0,4,0,1,3,0,11
5238,18,16,12,13,21,15,6,16,18,20,2,157
5240,3,2,0,1,2,1,2,2,2,7,1,23
5241,13,5,5,11,6,11,8,9,13,11,1,93
5242,7,10,8,6,2,10,4,6,7,10,1,71
5243,2,2,1,5,6,6,4,3,6,3,0,38
5244,15,9,16,14,11,15,9,11,18,30,4,152
5245,8,8,7,6,7,7,8,9,11,21,0,92
5250,13,4,11,13,9,12,7,9,8,20,5,111
5251,69,48,77,81,82,71,47,61,92,103,20,751
5252,17,13,18,17,20,25,14,16,19,33,4,196
5253,74,37,40,46,50,57,28,44,54,60,16,506
5254,9,4,5,9,4,10,4,13,15,16,4,93
5255,27,23,32,29,35,42,21,32,35,39,7,322
5256,4,3,6,3,2,7,11,7,6,9,2,60
5259,1,3,3,6,1,6,6,4,4,11,1,46
5260,5,5,4,4,2,7,1,8,11,14,0,61
5261,0,0,0,0,1,1,0,0,2,1,0,5
5262,0,0,1,0,0,0,0,0,3,0,0,4
5263,1,0,0,1,0,0,1,1,1,1,0,6
5264,1,0,1,2,3,3,1,5,3,5,0,24
5265,1,0,0,0,0,1,1,1,1,0,0,5
5266,1,2,1,2,1,3,0,1,0,0,0,11
5267,3,0,2,2,4,11,2,1,3,7,0,35
5268,3,2,1,9,3,9,3,3,7,10,0,50
5269,0,0,0,0,0,0,0,0,0,1,0,1
5270,0,0,1,0,4,2,0,0,0,2,0,9
5271,11,10,6,15,14,17,8,8,11,19,1,120
5272,1,0,0,0,1,1,2,1,2,2,0,10
5275,2,1,3,5,2,9,3,2,9,3,0,39
5276,4,1,1,4,5,7,0,4,5,4,2,37
5277,5,1,6,3,7,3,2,3,7,1,0,38
5278,1,0,1,2,3,0,1,0,2,0,0,10
5279,0,0,1,1,2,0,0,0,2,0,0,6
5280,7,5,10,13,20,10,9,6,13,21,0,114
5290,24,19,35,41,44,42,26,27,24,28,3,313
5291,8,6,19,31,24,33,9,17,24,36,4,211
5301,3,0,0,0,4,1,0,1,0,3,0,12
5302,2,2,1,1,1,4,1,0,2,5,0,19
5303,0,0,0,0,0,0,0,0,2,2,0,4
5304,0,0,0,1,0,4,0,1,3,2,0,11
5306,0,0,0,0,0,1,0,0,0,0,0,1
5307,2,1,1,0,3,3,1,0,0,1,0,12
5311,0,0,0,0,1,1,0,1,1,2,0,6
5320,3,0,2,3,1,6,3,1,0,5,1,25
5321,1,1,3,4,2,3,1,1,5,1,0,22
5322,1,5,6,6,4,5,1,1,3,7,0,39
